,ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
1986,100001987,Female,Non-single,21,High school,120682,Skilled employee/Official,Small city
1987,100001988,Male,Single,25,Unknown,66628,Unemployed,Small city
1988,100001989,Female,Non-single,35,High school,124447,Unemployed,Small city
1989,100001990,Female,Non-single,25,High school,106567,Unemployed,Small city
1990,100001991,Female,Non-single,31,High school,,Unemployed,Small city
1991,100001992,Male,Single,54,High school,128537,Skilled employee/Official,Small city
1992,100001993,Female,Single,51,High school,101074,Unemployed,Small city
1993,100001994,Female,Single,38,High school,87670,Unemployed,Small city
1994,100001995,Male,Single,45,High school,113414,Skilled employee/Official,Small city
1995,100001996,Female,Single,47,High school,123525,Unemployed,Small city
1996,100001997,Female,Non-single,27,High school,117744,Skilled employee/Official,Small city
1997,100001998,Male,Single,31,Unknown,,Unemployed,Small city
1998,100001999,Female,Non-single,24,High school,97968,Unemployed,Small city
1999,100002000,Male,Single,25,Unknown,68416,Unemployed,Small city
